rs_sv_chem_l;rs_sv_tronc_l
2173623;7033
2173743;9847
2173414;2827
2173371;11049
2173796;5336
2173605;10223
2174134;11784
2173798;5366
2173799;5366
2174424;14250
2173855;13311
2173879;5722
2173886;8170
2173886;8171
2173503;8441
2173549;8441
2173849;8441
2174138;8441
2174139;8441
2174142;8441
2174145;8441
2174154;8441
2174361;8441
2173935;10364
2173953;12909
2174395;8721
2174397;8721
2173596;8761
2173801;12551
2173367;11895
2173659;11896
2173661;11896
2173662;11896
2174435;14267
2174305;11894
2174141;12392
2174180;12398
2174134;11891
2173425;11887
2173850;12156
2173809;12537
2173810;12537
2173769;14227
2173770;14227
2173734;11229
2174180;12396
2173522;13474
2173526;12565
2173921;13108
2174192;12892
2174193;12892
2174154;12893
2173748;12830
2173428;12829
2173887;12829
2173560;12965
2173562;12965
2173418;13265
2173367;13171
2173691;13314
2173696;13314
2174296;14091
2174298;14091
2174303;14091
2174307;14091
2173690;13310
2173693;13310
2173694;13310
2173696;13310
2173447;13301
2173693;13301
2173696;13301
2173697;13301
2173492;13230
2173484;13319
2173486;13319
2173618;13319
2173839;13319
2173446;13316
2173693;13316
2173738;13316
2173580;13361
2173584;13361
2173696;13361
2173446;13325
2173691;13325
2173696;13325
2173691;13307
2173697;13307
2173691;13326
2173561;13303
2173562;13303
2173563;13303
2173564;13303
2173565;13303
2173680;13303
2173440;13287
2173441;13289
2173734;13289
2173735;13289
2173736;13289
2173691;13288
2173680;13312
2173681;13312
2173694;13321
2173387;13866
2174143;13865
2174154;13865
2174439;13865
2173871;14165
2173867;14166
2173868;14166
2173691;13811
2173693;13811
2173486;13465
2173820;13565
2173867;14167
2173870;14167
2173735;14105
2174430;14105
2173882;14226
2173743;14025
2173850;11666
2173514;11673
2174174;11673
2174176;11673
2174179;11673
2174180;11673
2174182;11673
2174193;11673
2174283;11673
2174396;11673
2174417;11673
2174442;11673
2174443;11673
2173503;11668
2174105;11668
2174138;11668
2174154;11668
2174275;11668
2174397;11668
2173514;11667
2174109;11667
2174177;11667
2174183;11667
2174184;11667
2174193;11667
2174443;11667
2174424;14293
2174369;11903
2173780;12216
2173832;12216
2173779;12215
2173831;12215
2173892;7357
2173895;7378
2174139;7382
2173757;7379
2173758;7303
2173981;8345
2174142;8345
2174151;8345
2174154;8345
2174440;8345
2174142;9439
2174146;9439
2174440;9439
2174442;14287
2174106;8334
2174108;8334
2174109;8334
2174183;8334
2174185;8334
2174192;8334
2173387;13337
2173470;9349
2173662;9349
2173987;9349
2173781;7367
2174054;7353
2174105;7353
2174153;7353
2174440;7353
2173981;8349
2174055;7395
2174180;7395
2174192;7395
2174055;7319
2174109;7319
2174104;7392
2174153;7392
2173884;7340
2173884;7399
2174236;12607
2174314;7322
2173887;7416
2173887;7418
2173886;8184
2174440;14290
2174138;8348
2174139;8348
2174151;8348
2174154;8348
2173886;7368
2173704;7317
2174059;8347
2174176;8347
2174183;8347
2174189;8347
2174071;8881
2173886;7336
2174142;7347
2174051;4832
2174056;4832
2174102;4832
2174439;4832
2173981;8350
2174139;8350
2174102;4834
2174103;4834
2174143;12395
2174151;12395
2174152;12395
2174439;12395
2174061;3780
2174107;3780
2174109;3780
2174177;8335
2174179;8335
2174182;8335
2174189;8335
2174190;8335
2174192;8335
2174193;8335
2174059;4833
2174109;4833
2173981;4841
2174104;4841
2174105;4841
2174141;4841
2174142;4841
2174152;4841
2174109;4835
2174180;4835
2174182;4835
2174189;4835
2174058;4846
2174060;4846
2174102;4846
2174152;4846
2174439;4846
2174109;4838
2174182;4838
2174183;4838
2174190;4838
2174061;4839
2174066;4850
2174102;4850
2174103;4850
2174104;4850
2174142;8351
2174154;8351
2174071;4840
2174068;4854
2174139;4854
2174141;13869
2174071;8882
2174189;8882
2174191;8882
2174065;4783
2174067;4783
2174107;4783
2174108;4783
2174109;4783
2174062;4857
2174138;4857
2174065;4851
2174069;4851
2174108;4851
2174109;4851
2174062;4858
2174066;4858
2174102;10425
2174104;10425
2174138;10425
2174141;10425
2174154;10425
2174065;1769
2174069;1769
2174062;3027
2174066;3027
2174180;12387
2174182;12387
2174111;3927
2174184;3927
2174185;3927
2174369;3927
2174074;4862
2174093;4862
2174072;4864
2174076;4864
2174092;4864
2174094;4864
2174102;4864
2174103;4864
2174104;4864
2174143;10466
2174275;10466
2174276;10466
2174077;4860
2174091;4860
2174108;4860
2174369;4860
2174073;3754
2174094;3754
2174104;3754
2174361;3754
2174074;3756
2174075;3756
2174077;3756
2174107;3756
2174108;3756
2174179;3756
2174283;3756
2174369;3756
2174435;3756
2174076;3272
2174094;3272
2174102;3272
2174104;3272
2174143;3272
2174146;3272
2174275;3272
2174361;3272
2174430;3272
2174075;4875
2174087;4875
2174093;4875
2174107;4875
2174182;4875
2174187;4875
2174283;4875
2174435;4875
2174276;12389
2174430;12389
2174073;4879
2174086;4879
2174075;3340
2174087;3340
2174107;3340
2174081;3273
2174179;3273
2174080;4874
2174090;4874
2174074;4871
2174079;4871
2174081;4871
2174183;4871
2174186;4871
2174072;3775
2174080;3775
2174090;3775
2174102;3775
2174141;3775
2174145;3775
2174275;3775
2174075;3274
2174093;3274
2174107;3274
2174182;3274
2174187;3274
2174435;3274
2174086;4868
2174092;4868
2174103;4868
2174142;4868
2174146;4868
2174148;4868
2174430;4868
2174075;4867
2174087;4867
2174089;4867
2174107;4867
2174089;4878
2174073;3337
2174086;3337
2174325;3159
2174356;652
2174078;3789
2174104;3789
2174356;4883
2174389;3006
2174364;4888
2174389;4888
2174295;4796
2174296;4796
2174297;4796
2174310;4796
2174334;4796
2174335;4796
2174235;4890
2174294;4890
2174336;4890
2174109;4038
2174236;1380
2174334;1380
2174352;1380
2174349;10268
2174236;4893
2174237;4893
2174296;4893
2174334;4893
2174349;4893
2174350;10282
2174336;4895
2174337;4895
2174353;4895
2174312;3185
2174362;1101
2174363;1101
2174382;4903
2174387;4903
2174369;4057
2174376;4057
2174377;4057
2174383;4057
2174436;4057
2174358;4905
2174359;4905
2174354;362
2174355;362
2174374;362
2174378;362
2174098;3354
2174103;3354
2174151;3354
2174154;3354
2174355;438
2174359;2606
2174386;2606
2174374;4899
2174430;4922
2174100;4232
2174102;4232
2174096;4906
2174098;4906
2174102;4906
2174356;3007
2174388;4578
2174362;2914
2174424;2914
2174215;3042
2174341;3042
2174347;3042
2174335;4917
2174340;4917
2174307;4366
2174416;14286
2174251;1964
2174362;1964
2174368;1964
2174369;1964
2174355;2908
2174387;2908
2174395;2908
2174446;2908
2174243;3188
2173454;4483
2173850;1281
2173849;860
2173560;1826
2173793;1827
2173784;11385
2173790;12154
2173793;12154
2173866;2390
2173734;3848
2173735;3848
2173736;3848
2173737;3841
2173738;3841
2173734;2959
2173735;2959
2173523;3305
2173525;3305
2173965;12910
2173371;752
2173671;752
2174215;752
2174216;752
2174349;2980
2174338;2821
2174328;1784
2174213;1971
2174314;1971
2174337;1971
2174345;1971
2174234;4814
2174296;4814
2174298;4814
2174314;14271
2174235;3205
2174287;3205
2174339;3205
2174353;3205
2173454;4140
2173455;4140
2174359;4886
2174360;4886
2174368;4909
2174102;4920
2174104;4920
2174294;14092
2173468;2843
2173470;2843
2174142;2843
2174154;2843
2174294;2843
2174305;2843
2173898;4288
2174066;3012
2173743;610
2173468;3735
2173470;3735
2173468;3031
2174342;4819
2174216;3194
2174328;3194
2174336;3194
2174337;3194
2174461;626
2173617;3050
2173618;3050
2173623;3047
2173428;292
2173616;292
2173617;292
2173618;292
2173619;292
2173496;2968
2173903;2003
2173809;3657
2173784;815
2173786;815
2173412;1706
2173584;1706
2173418;3065
2173420;3065
2173846;3065
2173422;3068
2173412;3064
2173420;1314
2173414;1201
2173843;1201
2173417;4334
2173788;1738
2173793;3298
2173790;1579
2173791;1579
2173784;1584
2173414;3595
2173861;1682
2173857;8281
2173857;7905
2173858;7905
2173859;1607
2173565;3446
2173584;3445
2173635;3483
2173803;2077
2173795;809
2173797;809
2173798;1014
2173638;4008
2173647;3235
2173649;3235
2173898;3235
2173633;3112
2173636;3112
2173463;539
2174251;2452
2173803;3123
2173804;3123
2173805;3129
2173803;3126
2173596;813
2173880;813
2173442;4522
2174292;14088
2174304;14088
2174310;14088
2173875;8765
2173876;8765
2173440;3556
2173442;3556
2174288;3556
2174304;3556
2174310;3556
2174368;501
2174389;501
2174357;4764
2173623;12071
2173979;3734
2173987;3734
2174216;4030
2173463;1965
2174337;1965
2173783;2760
2173650;4330
2173454;6960
2173561;460
2173563;460
2173491;4364
2173580;4364
2173589;4364
2173891;1659
2173422;1331
2173411;1493
2173411;1739
2173902;2343
2173776;3550
2173764;9103
2173765;9103
2173472;4569
2174176;4569
2174180;4569
2174182;4569
2174183;4569
2174184;4569
2174185;4569
2174192;4569
2174193;4569
2174443;4569
2174106;3155
2174107;3155
2173798;3612
2173806;3612
2173799;616
2173800;616
2173803;3606
2173804;3606
2173605;7504
2174053;7393
2174108;7393
2173497;3052
2173496;3626
2173497;3626
2173491;3632
2173492;3632
2173497;3627
2173497;48
2173491;4756
2173496;4125
2173497;4125
2173748;4125
2173800;4723
2173809;2658
2173809;3216
2173764;3366
2173765;3366
2173810;4482
2173765;3656
2173769;1165
2173807;3054
2173903;3054
2173407;187
2173903;187
2173454;2100
2173880;4753
2173880;3667
2173903;7026
2173904;3674
2173902;3678
2173507;3697
2173580;3697
2173581;3697
2173582;3697
2173584;3697
2173397;2175
2173900;2175
2173411;3945
2173412;3945
2173537;3945
2173835;3945
2173590;6982
2173525;1190
2173590;3294
2173580;868
2173581;868
2173582;868
2173584;868
2173503;1933
2173507;1933
2173549;1933
2173565;1138
2173790;1138
2173792;1138
2173582;1710
2173810;7492
2173824;7492
2173825;7492
2173786;6763
2173788;6763
2173789;6763
2173584;3710
2173582;3062
2173584;3062
2173616;12069
2174364;503
2174424;10301
2174442;10301
2174443;10301
2174109;10867
2173486;9922
2173562;1757
2173565;3709
2173562;12968
2173468;3738
2173454;6755
2173577;2582
2173582;2582
2173584;2582
2173561;8985
2173564;8985
2173565;8985
2173575;7
2173581;7
2173584;7
2173589;7
2173691;1062
2173694;1062
2173681;1830
2174073;4866
2174092;4866
2174143;4866
2174145;4866
2174275;4866
2174276;4866
2174074;4863
2174075;4863
2174095;4863
2174369;4863
2174180;4560
2174182;4560
2174183;4560
2174279;4560
2174435;4560
2173521;2887
2173525;2887
2173497;3640
2173799;2195
2174182;3779
2174442;3779
2174074;4873
2174186;4873
2174188;4873
2174279;4873
2174282;4873
2174104;4885
2174141;3167
2174149;3167
2174275;3167
2174106;4828
2174108;4828
2174177;4828
2174180;4828
2174182;12426
2174189;12426
2173713;52
2173961;5422
2173725;11304
2173722;545
2174072;1208
2174141;1208
2174143;1208
2174275;1208
2174428;14253
2173890;571
2173802;3792
2173890;3792
2173891;3869
2173648;208
2173636;3102
2173638;3102
2173802;527
2173801;3804
2173802;3801
2173802;4134
2173492;2353
2173743;3028
2173748;11334
2173748;3824
2173748;4491
2173514;2892
2173507;4520
2173514;4516
2173645;3935
2173633;3554
2173634;3554
2173737;3849
2173738;3907
2173803;1276
2174428;1276
2174430;1276
2174384;2690
2174391;2690
2173520;1063
2173526;1063
2173891;3912
2173866;4648
2173871;4651
2173872;4651
2173891;4053
2174243;3980
2174397;11515
2174359;4898
2174387;4898
2173801;3590
2173891;3590
2173891;3142
2173831;3845
2173596;877
2173839;3947
2173809;2988
2173808;6927
2174283;14252
2174184;12427
2173862;6801
2173857;3085
2173862;4158
2173737;2397
2173638;485
2173618;747
2173650;747
2173868;747
2173734;2961
2173890;3850
2173891;3913
2173831;3870
2173530;4477
2174095;3924
2174184;8222
2174279;8222
2174282;8222
2174436;8222
2174106;3925
2174108;3925
2174111;3925
2174369;3925
2174145;4861
2173520;2962
2173521;2962
2173525;2962
2173634;3988
2173636;3988
2173634;3835
2173646;2787
2173647;2787
2173648;2787
2173516;869
2173560;4563
2173865;2444
2173417;3528
2173418;3528
2173837;3528
2173839;1890
2173529;6782
2174214;11162
2174303;11162
2173875;3363
2173610;4220
2174052;4226
2174101;4226
2174176;4226
2174190;4226
2173743;442
2173397;2646
2173491;2646
2174214;2646
2174292;2646
2174295;2646
2174307;2646
2174324;2646
2174334;2646
2173874;4384
2174109;3538
2174362;3538
2174409;3538
2174442;3538
2174357;9781
2173486;11650
2173417;4362
2174275;3498
2173546;1447
2174279;6837
2174214;8508
2174288;8508
2174292;8508
2174296;8508
2174303;8508
2174307;8508
2174311;8508
2173638;2780
2173722;1572
2173820;1572
2173861;3905
2173564;2651
2173742;2651
2173808;6933
2173799;7499
2173800;7499
2173617;489
2173801;489
2173648;3113
2173649;3113
2173899;3113
2173634;806
2173638;806
2173896;806
2173897;806
2173903;6846
2173704;7464
2173743;284
2173616;2704
2173618;2704
2173619;2704
2173649;2704
2174385;2704
2173455;13187
2174243;4203
2173465;4780
2173623;4780
2173638;4780
2174425;4780
2173890;3857
2174243;3857
2174395;3857
2174401;3857
2174430;3857
2173420;3944
2174375;4904
2174380;4904
2173422;4751
2173838;4751
2174287;1417
2174105;1042
2174357;1042
2173428;2874
2173743;7472
2173749;2823
2173886;2823
2174244;8922
2173691;223
2173681;4060
2174288;4060
2173920;14127
2173520;6944
2173412;4408
2173835;4408
2173925;6540
2173927;6540
2173891;3915
2173414;4205
2174252;4205
2174363;4205
2174387;4205
2174403;4205
2174409;4205
2174436;4205
2174325;4805
2174337;4805
2174314;14300
2174214;4066
2174295;4066
2174296;4066
2174298;4066
2174304;4066
2174310;4066
2174311;4066
2173681;13808
2174287;4058
2174294;4058
2174337;4058
2174214;3982
2174304;3982
2174322;4808
2174335;4808
2173534;1451
2173680;1451
2173562;4567
2173690;4564
2173581;13369
2173533;4068
2173645;2377
2173646;2377
2173650;2377
2173637;4725
2173911;4083
2173781;4094
2173781;4371
2173827;9946
2173783;4105
2173781;4142
2173781;4106
2173826;8566
2173828;8582
2173783;180
2173463;4757
2173465;4757
2173496;4757
2173832;4709
2173478;758
2173781;758
2173802;758
2174104;4825
2174152;12434
2173605;8924
2173743;3809
2173801;3809
2173855;4574
2173454;4348
2173455;4348
2173903;7487
2173463;2995
2173465;2995
2173781;4101
2173827;4101
2173905;4146
2173899;4150
2173899;11003
2173807;4153
2173809;4656
2173810;4656
2173808;42
2173809;4152
2173810;4152
2173858;7044
2173859;7044
2173497;2766
2173463;6874
2173465;6874
2173454;2620
2173491;2620
2173636;10296
2173638;10296
2173516;977
2173529;977
2173530;977
2173534;977
2174244;737
2174355;737
2174374;737
2174395;737
2173781;4718
2173783;4194
2173411;2459
2173414;2459
2174376;2459
2174396;2459
2174405;2459
2174377;2705
2174383;2705
2173455;4018
2173619;4018
2173801;4018
2174252;4018
2174433;4018
2174435;4018
2173605;4247
2173646;3214
2173605;4212
2174103;1981
2174154;1981
2173610;3959
2174107;3959
2174179;3959
2173874;2564
2173463;3455
2174045;3455
2174190;617
2174101;4907
2173806;4641
2173537;3686
2174151;8337
2174154;8337
2173470;4208
2173463;4251
2173422;1631
2173898;4301
2173868;4306
2173870;4652
2173872;4652
2173867;4284
2173795;924
2173894;2511
2173895;2511
2173380;4279
2173795;2551
2173869;4265
2173870;4265
2173872;4265
2173899;2515
2173381;4310
2173377;4634
2173856;4575
2173856;834
2173856;4316
2173367;13328
2173411;3071
2173418;4336
2173562;4336
2173846;4336
2173411;4333
2173414;4333
2173582;4333
2173417;4337
2173783;4093
2173829;9948
2173514;1060
2173516;1060
2173850;1060
2173688;1867
2173694;1867
2173420;153
2173850;153
2173577;4390
2173589;4390
2174365;3572
2174395;7458
2173616;3722
2174409;3725
2174442;3725
2174443;3725
2173802;1626
2173837;4026
2173838;4026
2174391;4026
2174393;4026
2174430;4026
2174433;4207
2174106;4844
2174062;4852
2174064;4852
2174176;8352
2174180;8352
2174193;8352
2174442;8352
2173779;12220
2173484;9064
2174295;4797
2174296;4797
2174304;4797
2174310;4797
2174334;4797
2174296;14086
2174310;14086
2174320;4802
2174294;4798
2174321;4798
2174214;4804
2174324;4804
2174335;4804
2174323;3562
2174319;4800
2174297;11161
2174322;4807
2174322;4067
2174324;4067
2174334;4067
2174322;4810
2174292;4812
2174271;1480
2174337;1480
2173517;4519
2173428;3526
2173743;3526
2173517;94
